Gene	Length
RPS3AP40	781
DNASE2	2389
LL22NC03-33B6.4	923
AL139333.1	54
CCK	2085
TRIM53AP	1544
ZNF160	8511
MT-TI	69
SMG1P3	7107
CCT8L1P	1674
RP11-69M1.1	315
RP11-403N16.4	2468
RP11-66N24.3	3243
TMPRSS11D	3294
NPM1P37	874
HAUS6	7932
ADAD2	4111
OR7E117P	1112
RP11-381N20.2	539
RP11-445P19.3	322
RP11-80F22.14	480
SNX18P26	740
MIR8080	89
NSRP1P1	1693
METTL11B	1204
AE000658.30	198
LINC00317	612
MCM3	3650
IGKV1-5	532
RPL19	2368
RP11-213G21.2	500
CPSF1	6072
CLNS1A	4592
AC091770.3	373
RP11-115I9.1	339
CTSLP1	1002
RP5-875O13.1	2068
SNN	3312
LINC00494	4204
MIIP	2821
HDGF	3745
RP11-686G8.2	485
RN7SL170P	295
MINOS1P4	318
LINC00681	504
TSLP	4282
RP11-2B6.2	1435
TAAR6	1038
MIR6783	64
AC022431.3	536
PPARGC1B	12889
WDR18	2357
CHCHD6	2763
RP1-276J11.3	381
SLC16A12	4835
RNU6ATAC2P	126
RP11-85L21.4	1077
RP11-295M18.6	536
Z69666.2	801
RP11-97E7.1	404
MAGEH1	1462
CTD-2524L6.3	896
FAM153A	8528
RPL10AP2	654
C17orf107	3408
SERTM1	3207
ZFP62	4197
CTC-471J1.10	409
UBE2D2	3556
ZNRD1	3672
AC007682.4	145
CTD-2207A17.1	2573
EEF2KMT	3128
CTD-2201E18.2	571
PLAGL1	8719
LAMTOR3	4226
EPPIN-WFDC6	1156
MEIS3P2	1075
RP11-35J23.1	1924
LRRC37A14P	462
AC092171.4	3251
SIX6	2787
RN7SKP270	312
RPS15AP27	343
CTD-2047H16.4	3983
GNAS-AS1_2	114
ALMS1-IT1	2107
PXMP4	5723
RP11-98N22.6	182
RP11-206L10.8	872
RP11-242D8.3	198
RP11-1041F24.1	247
CTB-47B8.5	1561
OR7E41P	1024
RP11-384J4.1	932
RP5-908M14.9	668
HMGB1P21	581
HCG11	3130
CTD-2532K18.2	287
FREM1	10762
RP1-73A14.2	310
CTC-339D2.1	566
MED7	2913
NXF1	6194
HMGN2P25	268
MIR6848	70
SIN3B	8777
AC006277.2	776
CTD-3233P19.8	1102
MIR490	128
SLAMF7	4833
SH3GL3	3363
ZMIZ1	11048
AC083863.5	231
LINC01204	5260
RPL5P28	693
CTB-58E17.5	2098
CNOT6LP1	1462
PCDHB1	8210
NRXN2	10580
RP3-477M7.5	352
RP11-378J18.9	1588
RPL31P59	332
SETP11	690
RP11-295K2.3	760
HSP90AB2P	2299
FANCC	7912
RNA5SP478	115
C17orf97	2710
AL117190.1	120
RN7SL209P	276
CLUAP1	7798
CASP6	1943
RP11-117L5.4	415
OR4N4	1126
GCSAML-AS1	1638
MYO16	9209
ZNF521	6223
TREML4	2712
AC006995.8	2240
CTB-60E11.11	440
BCKDK	3873
ZNF415P1	1166
AK3P2	429
RP11-4B16.4	3125
RP5-1092L12.2	1641
RP11-536G4.2	924
RP11-386I14.2	766
TMEM255B	7287
RP11-10L12.4	883
ST13P19	1124
NPHS2	1874
SNORD114-1	72
ATP5L2	799
CTA-392C11.2	473
RP11-61K9.2	444
RP11-96C23.10	234
TCP10L2	4332
RNU6-1091P	107
RP11-406H23.2	502
RP11-490D19.8	243
RP11-138C9.1	267
TDGF1P3	2710
SNORA45B	131
AC087269.1	85
PPP2R5B	3376
AC073310.4	1033
CTC-312O10.3	1839
RP11-493L12.6	476
MIR4473	91
FBXL15	2593
UBFD1	8619
MAST4-AS1	777
RP11-310E22.6	103
VTI1BP2	696
RP11-678K21.1	206
RP11-270M14.4	609
AC010967.1	213
RP11-547L9.1	533
REM1	1665
TCAIM	8389
RP11-368M16.9	201
RP1-170O19.24	633
CSRNP3	12565
RP11-100N20.1	822
PHBP14	367
RP11-617O8.1	650
ADGB	7773
RP11-299H22.7	592
IMPDH1P4	1534
RP5-894D12.4	500
USP9YP8	500
RPL5P34	891
RBM17P3	1192
PRR29	4142
MTX2	1717
C10orf71	5411
RP11-34D15.2	471
RP11-93G5.1	4959
UBE2V1P5	405
KHDC1	3350
PCGF3	7425
RP11-722E23.2	577
GCSHP3	391
RP11-475J5.6	1375
RP11-574M7.2	1042
YBX1	1930
AC013448.1	808
GSDMC	2934
RP11-345J18.2	2400
LY6G5C	2621
SLC15A1	4192
CTD-2651B20.5	616
LINC00659	540
DAND5	1997
RP11-433M22.2	701
NAPG	5586
RP11-74E22.8	3147
RN7SKP294	338
DNM1P35	3188
PPP1R12BP1	1671
PMS2P1	1044
KLHL12	3552
RP1-232L22__A.1	1370
ITGA6	6533
RP11-359M6.1	1394
ANGPTL2	3889
ZNF32	1436
TMEM141	1443
RN7SKP55	307
HSPA8P1	1833
TRBV4-2	455
SLC20A1P3	939
RP11-393K10.1	723
RP5-849H19.2	546
AC005538.5	594
RP1-66H9.1	319
RFX5	4586
TRBV25-1	1231
FGFR3P5	886
C16orf45	3688
AC115286.1	84
RP5-933K21.3	514
RNA5SP401	127
KRT18P32	1287
PDIK1L	4535
DNAJC21	9137
AC008074.5	429
CDC34	1944
RP11-34P1.4	277
R3HCC1	2630
AC025048.1	480
RNU6-262P	116
RP5-1177M21.1	512
OXA1L	4497
C1orf27	4153
MYCBPAP	6515
KRTCAP3	1403
RP3-406A7.5	579
EFCAB9	702
AP001482.1	115
RP11-676F20.1	266
PARD6B	4726
AC074051.1	149
RGS17	7899
HIGD1AP11	280
MTMR2	6119
PCDH8P1	2773
CARKD	2847
NPEPL1	7641
AC017019.1	261
RNF11	3122
AC233280.3	113
MIR577	96
ACCSL	1867
ERVMER34-1	4077
BCAS1	8186
RNU6-150P	95
TANC1	14921
CGN	6616
ISM2	4131
RP11-333O1.1	813
MARCKSL1P1	541
CTB-25B13.9	457
TCP11	3306
AC019330.1	504
RP5-1107A17.3	549
RP11-571F15.3	645
PGM5P4	496
AC092106.1	487
SNF8	5270
RP11-94B19.4	462
TNF	1676
SPRR3	1441
ZC3HAV1	8235
CTC-490E21.11	1881
SLC7A7	5131
RP11-404K5.1	203
CASP1P1	212
IGLC5	293
RP11-157K17.5	1599
RP11-791G16.5	362
SNORD26	75
SDAD1P2	2028
RP11-736K20.4	3249
CLPX	5461
AGT	2291
UGT1A12P	853
RP11-463D19.2	776
SLC27A2	2802
RP4-614N24.1	463
RP11-214N9.1	877
MRTO4	2822
RHO	2592
GTPBP4	6540
CEP192	9901
RP11-128I7.1	624
LINC01527	1997
RP11-974F13.5	1087
NPIPB3	4717
RP11-775D22.2	503
CTC-573M9.1	462
IMPG1	3801
ACACA	13008
IMMP2L	3411
KLHL32	4124
RP1-59D14.9	234
RNU6-214P	107
RP1-213J1P__B.1	819
RNU6-384P	104
LINC00619	1121
SCN9A	10364
AC034198.7	202
AC004987.9	1148
GCSHP4	439
AC009403.2	1683
RP11-578O24.2	341
LRIG2	12456
RP1-72A23.3	267
AC140725.4	909
CLEC3B	1105
CFTRP3	179
KCTD17	2786
RP11-50B3.1	202
SAP18	3396
RP11-80H18.4	154
LINC00645	3654
RP11-434D9.2	566
RNU6-211P	107
RP11-366O20.5	853
CCNB1IP1	3680
CLEC7A	4190
LINC01342	1620
MMADHC	2191
CYP4V2	9807
AC139149.1	84
VN1R32P	905
KRT18P63	979
RP11-63B13.1	2266
OPA3	9999
OR5M2P	936
RP11-299M14.2	316
RP11-33E15.1	592
TTC23	6148
RP11-325F22.2	1034
RP11-434O22.1	498
GGT2	2367
RP11-359H18.2	1595
RP11-405F3.5	556
AC012668.1	503
AL109800.1	91
OR10J2P	961
RP4-604K5.3	746
PLCXD2-AS1	491
RP11-384F7.1	1069
PUS3	2010
RNA5SP389	115
MIR4658	65
SMARCA5-AS1	945
RP3-395P12.2	690
DAZAP2P1	503
TBC1D2	3681
MIR5695	85
RP11-401L13.7	714
RPL15P1	600
SNORD3A	217
RPS12P5	371
CITF22-62D4.1	852
SULF1	9404
CLEC6A	1682
RP11-546O6.4	1728
TSPEAR-AS2	3026
LINC01114	3751
SEC22A	4698
OXT	513
RP1-13D10.2	486
RN7SL559P	297
RP11-736K20.6	1393
RP11-163O19.16	1091
SNORD88	91
C11orf31	2305
PLEKHA3P1	894
RP11-134N8.2	214
LRP2	16260
RP11-274A11.3	2059
RNA5SP369	108
AC124944.3	741
SULT1A4	1979
ERGIC3	6012
TRIM14	5469
RBCK1	4024
RP11-144C9.1	102
CH507-513H4.6	923
TMEM248	5086
SDHAP1	3353
ANKRD36	9670
TBC1D4	6658
MIR5091	93
OR7E111P	1014
RNU1-42P	160
MOB3C	5916
GPR183	1700
CATSPERG	9190
STARD9	20706
FMNL2	6519
RP11-656E20.5	329
AC083875.1	91
RN7SL323P	295
RP11-100M12.1	380
TVP23B	5862
DNAH7	21324
PFN1P2	1849
RAB28P3	597
SCN10A	6418
RNU6-597P	102
CTD-2302E22.4	1096
CAMLG	2221
PRAMEF20	1597
CTD-2647L4.5	585
KPNA3	4474
RP3-388M5.8	712
C3AR1	2145
SNORD116-25	92
CDHR4	3163
RFPL4AP3	345
MARCH5	4632
FER1L6-AS2	1746
MAS1	9841
RP11-100E13.1	403
RP3-510D11.1	450
SLC26A8	6036
RAB39A	1830
AC108051.1	437
MRPS6P4	286
BANF1P5	259
ARRDC2	4637
AP006285.7	588
RNU6-1104P	104
FAM106DP	501
RP4-775C13.1	1683
ASXL2	13023
RNU2-41P	178
AC016405.1	89
RPL10P3	468
RNU6-1189P	107
GAPDHP57	585
RP11-339B21.8	1734
IGHV4OR15-8	353
PYCR2	3602
CTC-203F4.2	2017
CTC-499B15.4	1494
SMARCA1	4363
NPM1P47	856
FZD1	6963
RP13-130D24.1	2764
MIR1258	73
EMBP1	4333
RGS4	4836
VCY	550
RP1-122P22.2	1089
RP11-539L10.3	422
DDX11L2	1398
RP11-54A9.1	1201
AP000357.4	1165
RP11-94H6.1	239
AC097635.4	396
RP11-11N6.1	128
GPR68	3278
AL157871.1	106
CTB-91J4.1	610
RP5-854E16.2	1519
RPL21P6	504
FEZF2	2193
POFUT1	6426
SERPINB9P1	1460
RNU6-10P	107
RNU6-1210P	107
MEG8_1	97
KIFC1	3345
RP11-632B21.1	310
CTC-503J8.2	187
AC099535.4	371
RP11-1191J2.2	2353
RP11-395I14.2	528
LYPLA1P2	691
MIR548S	82
RP3-405J10.5	1204
RP13-60P5.2	508
ZNF579	3321
GHc-210E9.2	295
MCAM	7422
RP11-734I18.1	734
RN7SKP218	292
RP11-335E6.4	690
PRDM11	13954
MIR5093	100
MIR4651	73
ARHGDIB	2102
UQCRBP1	336
ABCC10	8083
KRT8P19	1455
RNU1-115P	160
DPH3	3562
RP3-368A4.5	3897
RN7SL814P	300
CCDC70	1150
WBSCR28	977
RP11-67C2.2	462
PAPOLG	8501
AC078855.1	87
GLP1R	3105
RP11-272J7.4	453
TCEAL7	1177
RP11-209D14.2	1184
RNA5SP174	118
PPP1R26-AS1	3750
CTB-78F1.2	474
TRIM31-AS1	549
RP11-435O5.2	1404
RP11-457D20.1	261
RN7SL252P	297
AC004980.11	855
FRS2	7242
CTD-2275D24.1	550
ALG3	3464
XKR4	19885
RP5-1142A6.9	1845
SLC6A7	4391
NUDC	2856
ANKS1B	11053
AC010967.3	333
GADL1	7330
PIP5KL1	3341
CTC-398G3.2	396
RP5-1180D12.1	1697
TATDN3	3788
AC097721.1	1253
RP11-707O23.5	1472
TAF1C	5577
TJP3	4217
AC016999.2	452
ABHD17AP3	1137
AP000477.3	984
PSG3	3486
AC007682.2	89
DNAH6	13514
IGHD5-5	20
ST13P16	781
VSIG10	8350
ZNF107	7162
RP11-474D1.1	353
RP11-399E6.4	394
RNY3	102
TAF2	6547
RP11-402N8.1	891
LY6H	1881
LINC01106	2774
RP1-249H1.2	375
GLMN	2910
RP11-167N24.5	369
RP5-965G21.6	674
RP11-179G5.1	886
AC013474.4	799
POM121C	8767
FNDC1	6854
RNU1-138P	164
ADAMTS4	10334
HSD17B7	4124
RP11-463C8.7	2314
RP11-168A11.4	312
ZNF705B	1207
RBMS3	10350
ITPRIPL2	7440
ALG1L14P	434
RN7SKP159	292
CTD-2587H19.2	483
RP11-164O23.5	105
RP6-99M1.3	528
RP11-8P13.5	426
RNU6-1102P	96
AC009518.4	1601
RP11-820I16.2	329
ZNF705D	3377
RP11-495K9.5	666
FRMPD1	5867
BMPR1APS1	1598
ATP6V1C1	5851
RP11-264E20.2	897
RP11-148B18.3	480
RP11-353N14.7	330
PDZK1IP1	1438
SLC2A8	3928
C7orf43	3255
AC068724.1	73
DEFB108P2	252
CALM2P2	440
RP11-626H12.2	679
MIR614	90
RP11-981P6.1	1711
RP11-646I6.6	560
STXBP1	6650
CTC-459F4.8	199
AC073254.1	3725
RP11-483P21.6	563
RN7SL440P	343
RP5-837J1.1	271
CACNB1	7094
SKA3	3048
CR1	11465
COL1A2	11156
RN7SL51P	285
EFCC1	2945
RP11-530N7.3	539
RP11-129B9.1	630
KDELC1P1	1509
AC068039.4	2102
RN7SL499P	276
MTRNR2L2	87
RP11-100M12.2	318
CTC-564N23.2	385
RP13-516M14.8	2778
BMS1P17	1130
MEG8	2217
GS1-69O6.1	463
MCM3AP	9360
PECR	3182
CWH43	3138
RP11-977G19.5	403
AC004019.13	1960
RNU6-195P	109
CTC-550B14.6	1271
RP11-46A10.5	2424
SPO11	1867
RP3-390M24.1	387
RNU6-60P	103
HOXD8	2629
RNU6-600P	99
PGGT1B	10064
RNU4-69P	143
OCIAD1	4714
RP11-407G23.5	2285
XX-2136C48.8	679
G6PC2	3125
TRBV11-3	392
RP11-38C18.2	692
CTD-2008O4.1	469
RP11-120M18.5	384
NOVA1	10046
RP11-124B13.1	574
LRRC37A15P	1355
CTD-2134P3.1	452
LPP-AS2	2852
RP11-546B8.1	288
MIR6789	98
RP11-363G10.2	2369
RP11-597A11.6	563
RP11-325K4.2	699
RP5-894A10.6	925
C6orf132	6852
TAAR9	1047
C19orf18	915
TRIM60	2082
RNU2-38P	79
USP17L2	1910
EGR1	3138
RFWD2	4299
RP11-221H10.1	225
MTND5P4	288
CNST	5922
GPR152	1429
AC009120.5	513
RP1-40E16.2	398
THEM7P	1190
RP11-58A18.2	724
TRBV4-1	373
AL162430.1	89
TRMT10C	1888
RP11-85I21.1	2110
RP1-209B9.2	288
AC103863.1	142
RP11-671P2.1	457
RNU6-1124P	107
AC243980.1	82
KRT8P29	1371
LINC00903	223
ZC3H3	3731
RP11-669N7.3	1568
RP11-373L24.1	5702
FAM229B	2543
RNU6-386P	107
MIR4283-2	80
RP11-158I3.3	901
ID3	1797
RP1-41C23.2	768
ZNF584	3696
RP4-530I15.6	964
MRPL49P2	465
PROK1	1338
CYYR1-AS1	3713
CICP16	2813
MIR218-1	110
VPS33B	4012
RP4-669L17.2	635
RNU6-312P	107
RP11-598F7.4	5439
COL5A1	11189
RP5-1068H6.6	397
SNRPCP1	458
LINC01074	555
RBL2	7320
PRR25	1209
PPIAP25	540
USP7	7969
RP11-585F1.2	178
RNU1-100P	165
RP11-565J7.1	386
THRAP3	4736
GATSL3	2746
USP21	3764
PAPPA-AS1	2450
AC006272.1	423
MIR1269A	105
RP1-100J12.1	636
TNFRSF8	3738
HNRNPRP2	743
RP5-1118D24.2	316
OGDH	5210
RP11-139F4.2	224
RP11-115L11.1	666
SUB1	9324
AC074212.6	1027
AC074191.1	106
RP11-351M16.3	273
RP11-182J1.5	1018
MIR4650-2	76
KIAA0922	6393
AC092944.1	126
RNU2-58P	183
MIR3666	111
NUF2	3362
CTBP2P2	1334
RP11-83M16.5	641
RPL21P5	472
HLA-DQA1	6927
RNU7-153P	62
RP11-761N21.1	500
RP11-400K9.2	2156
EIF4BP7	1813
RP13-923O23.7	2327
DPPA5P4	365
CTC-492K19.4	558
RNU6-241P	104
RP11-245D16.4	557
RNASE1	1506
IGLJ5	72
PTTG2	691
RP11-478H16.1	656
CLTB	2039
RP11-391A7.1	1377
AC006499.4	337
PRSS29P	1966
RP11-113D6.10	3839
HSPE1P22	327
MIR548A2	97
RP4-597J3.1	584
RNU6-628P	107
HLA-DQA2	1524
RP11-434I12.3	781
RNU6-48P	107
RP3-522J7.6	1567
SARDH	5120
bP-2189O9.3	845
MYL4	1636
NPY5R	3291
CETP	2085
OLIG3	2049
SIRPG-AS1	2965
STKLD1	4408
AC011747.3	1036
RP11-195F19.5	1833
RP11-79L21.1	156
RP11-534L6.2	335
AC073325.1	542
RP11-96C21.2	3206
RP13-150K15.1	1855
OR5F2P	941
RP11-42L13.2	263
AC092846.1	126
MYO1D	8188
NEUROD1	3312
RPL18AP8	528
PDIA3P1	1510
RP11-196O2.1	1893
AC096507.1	125
ANKRD22	1733
FAXC	11662
GAPDHP69	1008
KRT8P43	1458
PMCHL1	1917
IGKV1D-42	373
TNFRSF1A	4005
ERN2	4998
HNRNPA1P60	951
OR1D3P	931
CTC-270D5.2	279
CTD-2003C8.2	947
CD3G	3836
AC108051.3	478
OR3A2	1076
RP11-973F15.2	501
CUX2P1	298
RP11-121M22.1	2628
RNU6-458P	107
AC011499.1	100
RP11-288L9.1	441
AC005027.3	386
TMEM97	3034
PRSS33	2112
MIR1267	78
MIR3126	74
RNA5SP433	114
RNU6-535P	107
DDX21	5020
RNU7-99P	62
FAM90A17P	1957
C3orf30	1964
IFNWP5	588
RP11-169K16.4	639
RNA5SP29	106
TOX4P1	1862
PDIA3P2	158
RP11-1017G21.4	1240
RN7SL800P	280
ADAMTSL5	3625
RNU12	664
SRC	6468
RP11-1082I11.2	487
BET1P1	359
PEX12P1	1048
AC010311.1	76
HNRNPFP1	1133
GMCL1	4922
EDARADD	3726
ST20	1614
RP1-184J9.2	666
AQPEP	6636
MIR573	99
RP11-25B7.1	579
RN7SL666P	304
RP11-320N7.1	865
AL355598.1	69
SSX1	1298
U47924.31	1097
AC087433.1	85
POT1	5897
CTD-2292M14.1	577
RP11-1277A3.3	541
RP11-126O1.2	335
MIR3978	101
RNU6ATAC34P	121
ABI3	2456
RN7SL20P	297
RP11-17A4.4	584
RP11-244B22.12	490
RP3-467K16.2	3105
YEATS2	10212
FAM86C2P	3402
TNNT1	2171
AP001462.6	452
AC019046.1	81
RP11-15A1.7	2909
RP11-497G19.2	366
RP11-475I24.1	291
MSL1	7397
RN7SKP204	310
FAM197Y9	2551
KEAP1	3761
RP11-1267H10.4	750
RP11-107C10.1	298
FAM58DP	619
RP11-312J18.3	493
AC018799.1	1532
RP11-26L20.3	763
ITM2A	2051
BEND7P1	457
IFITM5	736
RP11-163I18.2	514
RP11-218F10.3	927
RNU6-358P	75
LYVE1	3515
RP11-304C12.4	1418
RP11-321M21.1	748
RP11-91I8.2	1929
CTD-2616J11.15	322
NUBPL	7590
BHMT2	3182
DENND2D	5515
IRF7	2628
RP11-324H9.1	508
AC006988.1	107
AC009302.2	390
GNA13	5104
PTPRG	14633
RP11-71H17.1	337
RP11-355N15.1	2231
C16orf89	2067
RP5-901A4.5	355
RP11-574O7.1	1031
IGHV3OR16-9	294
OR5B1P	928
AC004477.1	66
NXPE2	1873
CTA-415G2.2	265
RNU6-608P	104
RP11-138H10.2	509
PITPNB	5129
RP5-1115A15.1	702
FMO6P	2534
MIR141	95
AC084125.1	86
RNU6-135P	101
RP11-190P13.2	533
ZNRD1-AS1	20801
LINC00658	2575
TRAPPC6A	933
MIR4419B	68
LINC01442	2107
ZBTB42	3905
FXN	2939
CHD7	16982
FAM27L	693
RP11-642M2.1	469
EPHA8	5358
RP11-250H24.6	353
AJ239318.1	308
HYAL2	4545
RNA5SP60	87
CTD-2012J19.3	1661
NLGN1	10148
RP11-361M4.1	315
ITGA2B	5551
ALDH3B1	6626
RP11-360N9.2	2546
CKBP1	1086
AC007322.3	723
EIF4A2P2	1070
TFAP2B	6149
RP3-508I15.18	461
AP001453.1	91
RP11-809H16.3	1947
TAPT1	7828
RP11-475C16.1	447
RP1-130G2.1	486
CCR12P	998
HSD3BP3	994
AC126407.1	96
SNX18P13	529
SEC24D	9920
KIF20B	6851
AC004076.5	3323
PITPNM1	6449
GPR146	3160
RP11-410C4.4	390
MIR8055	97
RPL7P43	753
LINC00523	3311
RBFOX2	10014
MIR1285-2	88
MMP28	2858
COX11	6488
LY6G6D	614
CD8B	1864
RP11-490D19.11	133
AC010132.10	561
MIR4785	73
RP11-332H14.1	391
RN7SL734P	298
RP11-813B8.2	347
SHOX2	5045
HMGA1P4	334
CCM2	8196
RNU6-223P	107
RNF26	2787
RP11-307N16.6	4157
CTD-3051D23.1	3254
CYCSP33	327
TPD52L2	4694
RPS7P13	498
LIME1	2550
CORIN	10087
PRM2	724
C1orf186	3557
ARHGAP35	11245
RNASEH1	2865
GRB2	4716
PCDH9-AS4	436
LIPE-AS1	4208
CPB1	5703
CTD-2547E10.5	110
RPS24P13	397
NKX6-3	2412
AL132709.8	1342
RP11-65G9.1	983
AC096579.13	937
AC079250.1	531
RPL7AP38	803
ANXA2R	2386
ANKRD26P3	2748
RP11-178C3.2	2137
RP11-353N14.1	607
AC027088.1	126
CTD-2049O4.1	1456
CTD-2373J6.2	670
NACA3P	648
CTD-2555C10.3	1603
RP11-866E20.3	1762
PLEKHO2	3726
CPEB3_ribozyme	78
HPRTP4	84
STMN1P2	439
RNU6-465P	101
APOL1	3519
RNA5S8	119
AC104699.1	414
ARAP2	12428
KIAA2022	11757
TUBB8P11	1058
CEP55	3271
RP11-244H3.4	3099
RP11-356M17.1	319
VWA8-AS1	2150
MAPKAPK5P1	1376
RP11-110H1.9	332
RP5-1198O20.5	520
RPL7P42	679
ACSL3	7240
RP11-114H23.3	303
ATF4P2	1073
RNU6-777P	104
RSL24D1	3009
RP11-286B14.1	2182
RP11-298D21.3	566
RP11-12A2.1	1473
DAPK3	3549
KB-1440D3.14	441
RP11-75C10.9	1132
SULT6B1	1325
RPL5P14	878
RNA5SP226	115
RP11-787D11.1	320
MYO1G	8653
MESP2	1783
RP11-10J21.2	2660
RP11-756P10.6	775
MIR4643	78
RP5-857K21.3	639
KB-1507C5.4	563
LINC00943	3893
AL133167.1	110
SRSF10	10277
TAX1BP1	9165
HCG15	1032
RP11-367J7.4	558
RP11-383I23.2	3360
RP11-706O15.7	2118
MIR566	94
GNAI2P2	916
PFAS	6471
ZFAND6	5153
ZRANB1	5993
DDX10P2	2614
RC3H2	11545
MTHFD2P3	221
RP11-111E14.1	1072
RP11-642P15.1	6339
FATE1	1072
CTD-2024I7.13	2480
RP11-15E18.5	361
PCAT19	3884
RN7SL677P	319
AC044907.1	129
RP11-397A16.1	1231
APOPT1	3932
IGHV3-43	434
RP11-474C8.4	813
RN7SL659P	299
RP11-263E1.1	386
MIR376B	110
AC112198.2	103
SNX18P14	574
IZUMO3	1287
COL27A1	13988
TMEM132E	4583
MIR99AHG	5503
SPRY1	3963
RP11-624L4.1	3242
RP5-1110E20.1	258
RN7SL120P	296
RP11-318I4.2	399
RP11-358H9.1	318
OR10A2	1053
EIF2B2	5446
RP11-31H5.1	266
RP11-52J3.3	681
RP11-656A15.1	279
RP11-521D12.2	1852
SNRNP25	3060
TSPY18P	509
AC024060.1	63
RP11-680H20.2	723
CTSO	2954
AL353707.1	88
AC013262.1	252
RN7SKP197	297
LDHAL6DP	693
DPCD	1718
RP11-388P9.2	1608
VPS72	4545
RBM15	4670
RNU6-712P	100
RP11-392P7.1	759
RP11-476J6.1	276
RP11-989E6.11	802
TRAPPC2B	1843
IGKV1OR22-5	354
OR6C72P	892
CTD-3195I5.4	398
ASIP	778
SPDYE6	1691
RSL24D1P6	401
RP1-39G22.4	313
AF277315.13	332
AF096876.1	444
DISC1-IT1	762
EPB42	5574
FRMD8	4091
HELZ2	12066
RPS28P7	210
RPL7L1P5	738
HSPE1P23	286
MIR3135B	68
MIR1231	92
SUCLG2P4	1027
ADCK1	5317
RP11-364B14.1	582
AC017074.2	561
RP3-391O22.1	280
RP11-25I15.3	1003
PHB	3838
PPOX	4607
RP11-148O7.2	97
AC027281.1	130
CIAPIN1	3509
RPL3P12	1208
RP11-613E4.5	345
CTD-2526A2.4	2143
SNRPGP5	220
INTS6P1	2530
MTND2P18	1030
RP1-148H17.1	750
RP11-807E13.2	1053
SRGAP3-AS3	567
AP000290.1	135
RP3-523E19.2	456
CTA-331P3.1	1530
LA16c-60D12.1	6114
AC019117.1	837
RP11-135A1.2	430
ART3	3278
ANO2	6255
SNORD115-11	82
RN7SL288P	291
AC004692.4	1205
FAM47B	2120
MIR3180-5	153
AP000962.2	729
RP11-755J8.1	2610
RP13-577H12.2	233
CPNE1	3608
MASTL	3631
NEURL2	1301
DKFZp779M0652	649
RP13-465B17.4	484
RP11-787D18.2	387
SPRY2	3038
OR9G3P	918
RP11-146E13.4	586
CYP4F34P	481
AC019181.2	567
RNU7-181P	74
RP11-2H8.2	1431
CTA-126B4.7	572
CTB-131B5.5	6140
PPP1R26	5276
RPP38	1930
RP11-64P14.7	636
RDH11	5518
RP11-386M24.4	790
FKBP6	2469
KRT18P37	1282
LINC00640	1568
AC079780.3	207
NPTN-IT1	2283
RP11-255E6.5	619
LARP4B	12836
CDC42P3	633
MIR548AR	57
RP11-1035H13.2	361
RP11-383J24.1	553
RP11-365D9.1	1724
GAS6-AS2	1952
LINC01039	650
ZNF282	3832
SEMA3B-AS1	338
CHKB-AS1	578
AL109618.1	155
DOLPP1	2249
ALPK2	9431
SLC4A2	7590
NPM2	2063
LINC00396	439
RP11-764K9.1	2878
RNF8	6575
RP11-856M7.2	823
NPB	2161
GAPDHP15	975
GAB1	10119
ETFB	6526
RP3-521E19.2	751
CTD-2134A5.3	127
GPR123-AS1	5419
RP11-44K6.2	102
AL354720.1	99
RP11-449H3.3	3311
AC010731.6	846
RP11-46D6.4	733
NMNAT1P5	841
AC026166.1	84
PYY	1181
MKRN9P	2406
RP5-850E9.3	2714
RP11-467J12.1	823
SCARNA4	129
RP11-300A12.2	1537
CTC-525D6.3	2076
RPL7P11	658
PLXDC1	9277
PAX5	9333
RP11-573C10.1	362
PRODH	8776
CTD-2116N24.1	462
RP11-313P22.1	426
HAUS1	2165
RP11-165H4.2	864
ARX	2876
RNA5SP172	118
RP11-162A12.4	586
OR4A4P	930
PTP4A1P7	514
RP11-306G20.1	1533
RABGGTB	5913
RP11-359P18.2	148
CTC-250I14.6	946
RAD21L1	2730
TRBV23-1	347
MRGPRF-AS1	2137
RP5-1051H14.2	344
CYP3A52P	91
DEK	4361
RNA5S15	119
RP11-266L9.4	1126
AC010480.1	102
TM9SF3	7095
FMN2	9691
CTCFL	8928
LINC01397	579
PPP1R42	2250
RP5-1158E12.3	375
APOH	1332
AC104057.1	903
HERC2	20027
RP11-307O1.1	156
RN7SKP130	301
OR52H1	963
RP11-251G23.5	2578
IGFL3	662
YWHAZ	8555
PRPF40B	9444
C11orf72	2434
TMEM61	1097
LINC01271	2250
RAB7B	3686
AL139377.1	88
RPL31P53	348
RP11-303G3.10	355
RP11-123K19.1	943
BTBD1	4169
CTB-43E15.1	494
EIF4EP2	654
GUSBP3	1296
RP4-758J18.7	543
AC007750.5	4157
KANTR	2357
CTDSP1	4727
TIMP4	1650
RP11-622C24.1	2157
RP5-1121H13.3	417
GPR108	3213
RPL34P6	345
RP13-487K5.1	519
RP11-192H23.5	298
RP11-98D18.7	462
ST13P5	1110
RP11-174I12.2	537
RP11-12P19.1	183
BNIP3P13	566
RP11-27P7.1	433
SKP1P3	487
LMOD3	4276
CTD-2010I16.1	686
RP11-813N20.2	685
RP11-388C12.8	642
HEPN1	1434
EFCAB6	8557
ZNF260	5952
MRPL15P1	878
LTBP2	9091
STAM	3246
TCEANC	5231
MIR941-4	72
RP11-488I20.9	2975
RP11-960D24.1	520
RN7SKP83	178
DEFB4B	332
RP11-83A24.1	1240
GATB	11757
